Datetime,Close,Ensemble_Signal,CB_Signal,Equity_Ensemble,Equity_CB,Equity_BH,Weight_CB,Weight_KAN,Weight_Mamba,Ensemble_PnL,CB_PnL
2026-02-26 18:29:00,76951,0,-1,0.07820359008131156,0.04049742794145356,0.046050743436719485,0.2042806,0.19483042,0.60088897,-0.0,0.0006889872809911945
2026-02-26 18:30:00,76954,0,0,0.07820359008131156,0.04039742794145356,0.045322771067519585,0.20765586,0.19252603,0.5998181,-0.0,-0.0001
2026-02-26 18:31:00,76956,0,0,0.07820359008131156,0.04039742794145356,0.04465983501656703,0.191194,0.17653485,0.6322711,-0.0,-0.0
2026-02-26 18:32:00,76955,0,0,0.07820359008131156,0.04039742794145356,0.043918867955698465,0.2043663,0.18256417,0.61306953,-0.0,-0.0
2026-02-26 18:33:00,76945,0,-1,0.07820359008131156,0.04096045879667676,0.043255837100475265,0.1947216,0.1877638,0.6175146,-0.0,0.0005630308552231969
2026-02-26 18:34:00,76959,-1,0,0.07897456270073532,0.040860458796676755,0.04238486448105151,0.21062183,0.19168243,0.59769577,0.000770972619423751,-0.0001
2026-02-26 18:35:00,76940,1,0,0.07779930174114895,0.040860458796676755,0.041409603521465145,0.22294848,0.18563497,0.59141654,-0.0011752609595863687,-0.0
2026-02-26 18:37:00,76910,1,0,0.07696681385519731,0.040860458796676755,0.0405771156355135,0.2030514,0.18518241,0.61176616,-0.0008324878859516437,-0.0
2026-02-26 18:38:00,76907,1,0,0.07593907122074606,0.040860458796676755,0.039549373001062246,0.2142019,0.18240659,0.60339147,-0.001027742634451257,-0.0
2026-02-26 18:39:00,76898,1,0,0.07522358215346645,0.040860458796676755,0.038833883933782634,0.22992593,0.18448001,0.58559406,-0.0007154890672796145,-0.0
2026-02-26 18:40:00,76898,1,0,0.07439096430295583,0.040860458796676755,0.03800126608327202,0.23022428,0.18588945,0.58388627,-0.0008326178505106121,-0.0
2026-02-26 18:41:00,76905,0,0,0.07429096430295583,0.040860458796676755,0.03733789025655244,0.2150951,0.17995417,0.60495067,-0.0001,-0.0
2026-02-26 18:46:00,76867,1,0,0.07301942476618531,0.040860458796676755,0.03616635071978192,0.22165124,0.18231148,0.59603727,-0.0012715395367705164,-0.0
2026-02-26 18:47:00,76846,1,0,0.0715087717727484,0.040860458796676755,0.03465569772634501,0.22196689,0.18248022,0.5955529,-0.0015106529934369073,-0.0
2026-02-26 18:48:00,76828,1,0,0.07033663718170288,0.040860458796676755,0.03348356313529949,0.22244437,0.18408094,0.5934747,-0.001172134591045525,-0.0
